Team,Conf,Week,Opp,Home,WinPct,FCS,RealLine
Iowa,Big Ten,4,Michigan,0,36,0,0
Iowa,Big Ten,5,Ohio State,1,12,0,0
Iowa,Big Ten,6,Washington,0,40,0,0
Iowa,Big Ten,8,Minnesota,0,67,0,0
Iowa,Big Ten,9,Wisconsin,1,86,0,0
Iowa,Big Ten,10,Northwestern,0,68,0,0
Iowa,Big Ten,11,Purdue,1,92,0,0
Iowa,Big Ten,12,Illinois,0,55,0,0
Iowa,Big Ten,13,Nebraska,1,73,0,0
Maryland,Big Ten,1,Hampton,1,100,1,0
Maryland,Big Ten,2,UConn,0,82,0,0
Maryland,Big Ten,3,Virginia Tech,1,41,0,0
Maryland,Big Ten,4,UCLA,1,54,0,0
Maryland,Big Ten,5,Nebraska,0,32,0,0
Maryland,Big Ten,6,Ohio State,0,1,0,0
Maryland,Big Ten,7,Rutgers,1,63,0,0
Maryland,Big Ten,9,Illinois,1,41,0,0
Maryland,Big Ten,10,Purdue,0,62,0,0
Maryland,Big Ten,11,Wisconsin,1,63,0,0
Maryland,Big Ten,12,USC,0,13,0,0
Maryland,Big Ten,13,Penn State,1,24,0,0
Michigan,Big Ten,1,Western Michigan,1,95,0,1
Michigan,Big Ten,2,Oklahoma,1,55,0,1
Michigan,Big Ten,3,UTEP,1,100,0,0
Michigan,Big Ten,4,Iowa,1,64,0,0
Michigan,Big Ten,5,Minnesota,0,73,0,0
Michigan,Big Ten,7,Penn State,1,59,0,0
Michigan,Big Ten,8,Indiana,1,33,0,0
Michigan,Big Ten,9,Rutgers,0,81,0,0
Michigan,Big Ten,10,Michigan State,1,91,0,0
Michigan,Big Ten,11,Oregon,0,14,0,0
Michigan,Big Ten,12,UCLA,1,84,0,0
Michigan,Big Ten,13,Ohio State,0,9,0,0
Minnesota,Big Ten,1,Eastern Illinois,1,100,1,0
Minnesota,Big Ten,2,Mississippi State,1,61,0,0
Minnesota,Big Ten,3,Akron,1,98,0,0
Minnesota,Big Ten,4,Washington,0,19,0,0
Minnesota,Big Ten,5,Michigan,1,27,0,0
Minnesota,Big Ten,6,Purdue,0,66,0,0
Minnesota,Big Ten,8,Iowa,1,33,0,0
Minnesota,Big Ten,9,Indiana,0,5,0,0
Minnesota,Big Ten,10,UCLA,1,58,0,0
Minnesota,Big Ten,11,Penn State,0,17,0,0
Minnesota,Big Ten,12,Northwestern,1,59,0,0
Minnesota,Big Ten,13,Wisconsin,0,53,0,0
Nebraska,Big Ten,1,Ohio,1,94,0,1
Nebraska,Big Ten,2,Bowling Green,1,96,0,0
Nebraska,Big Ten,3,North Dakota,1,100,1,0
Nebraska,Big Ten,4,Michigan State,0,64,0,0
Nebraska,Big Ten,5,Maryland,1,68,0,0
Nebraska,Big Ten,6,Indiana,1,14,0,0
Nebraska,Big Ten,7,Oregon,0,4,0,0
Nebraska,Big Ten,9,Washington,1,38,0,0
Nebraska,Big Ten,10,Illinois,0,38,0,0
Nebraska,Big Ten,11,Rutgers,0,60,0,0
Nebraska,Big Ten,12,Ohio State,1,5,0,0
Nebraska,Big Ten,13,Iowa,0,27,0,0
Northwestern,Big Ten,1,South Dakota State,1,82,1,1
Northwestern,Big Ten,3,Colorado,1,68,0,0
Northwestern,Big Ten,4,Indiana,0,5,0,0
Northwestern,Big Ten,5,Penn State,1,26,0,0
Northwestern,Big Ten,6,Ball State,1,99,0,0
Northwestern,Big Ten,7,Michigan State,0,55,0,0
Northwestern,Big Ten,8,Rutgers,1,65,0,0
Northwestern,Big Ten,9,Oregon,0,3,0,0
Northwestern,Big Ten,10,Iowa,1,32,0,0
Northwestern,Big Ten,11,Ohio State,0,1,0,0
Northwestern,Big Ten,12,Minnesota,0,41,0,0
Northwestern,Big Ten,13,Illinois,1,44,0,0
Ohio State,Big Ten,1,Ball State,1,100,0,0
Ohio State,Big Ten,2,Texas,0,66,0,0
Ohio State,Big Ten,3,Kent State,1,100,0,0
Ohio State,Big Ten,4,Illinois,1,97,0,0
Ohio State,Big Ten,5,Iowa,0,88,0,0
Ohio State,Big Ten,6,Maryland,1,99,0,0
Ohio State,Big Ten,7,Indiana,0,64,0,0
Ohio State,Big Ten,9,USC,0,82,0,0
Ohio State,Big Ten,10,Oregon,1,67,0,0
Ohio State,Big Ten,11,Northwestern,1,99,0,0
Ohio State,Big Ten,12,Nebraska,0,95,0,0
Ohio State,Big Ten,13,Michigan,1,91,0,0
Oregon,Big Ten,1,Boise State,1,94,0,1
Oregon,Big Ten,2,Oklahoma State,0,88,0,1
Oregon,Big Ten,3,Portland State,1,100,1,0
Oregon,Big Ten,4,USC,0,68,0,1
Oregon,Big Ten,6,UCLA,1,97,0,0
Oregon,Big Ten,7,Nebraska,1,96,0,0
Oregon,Big Ten,8,Illinois,0,89,0,0
Oregon,Big Ten,9,Northwestern,1,97,0,0
Oregon,Big Ten,10,Ohio State,0,33,0,0
Oregon,Big Ten,11,Michigan,1,86,0,0
Oregon,Big Ten,12,Michigan State,0,97,0,0
Oregon,Big Ten,13,Washington,1,89,0,0
Penn State,Big Ten,1,Marshall,1,94,0,1
Penn State,Big Ten,2,Temple,0,95,0,0
Penn State,Big Ten,3,Buffalo,1,99,0,0
Penn State,Big Ten,4,Wisconsin,1,89,0,0
Penn State,Big Ten,5,Northwestern,0,74,0,0
Penn State,Big Ten,6,USC,1,54,0,0
Penn State,Big Ten,7,Michigan,0,41,0,0
Penn State,Big Ten,9,Purdue,1,94,0,0
Penn State,Big Ten,10,Washington,0,46,0,0
Penn State,Big Ten,11,Minnesota,1,83,0,0
Penn State,Big Ten,12,Rutgers,1,89,0,0
Penn State,Big Ten,13,Maryland,0,76,0,0
Rutgers,Big Ten,1,UMASS,1,97,0,1
Rutgers,Big Ten,2,Boston College,0,52,0,0
Rutgers,Big Ten,3,USC,1,18,0,0
Rutgers,Big Ten,4,Howard,1,100,1,0
Rutgers,Big Ten,5,Indiana,1,7,0,0
Rutgers,Big Ten,7,Maryland,0,37,0,0
Rutgers,Big Ten,8,Northwestern,0,35,0,0
Rutgers,Big Ten,9,Michigan,1,19,0,0
Rutgers,Big Ten,10,Wisconsin,0,43,0,0
Rutgers,Big Ten,11,Nebraska,1,40,0,0
Rutgers,Big Ten,12,Penn State,0,11,0,0
Rutgers,Big Ten,13,Michigan State,1,61,0,0
UCLA,Big Ten,1,California,0,51,0,1
UCLA,Big Ten,2,San Diego State,1,75,0,0
UCLA,Big Ten,3,Purdue,1,78,0,0
UCLA,Big Ten,4,Maryland,0,46,0,0
UCLA,Big Ten,6,Oregon,0,3,0,0
UCLA,Big Ten,7,Wisconsin,1,67,0,0
UCLA,Big Ten,8,Michigan State,1,70,0,0
UCLA,Big Ten,9,Nevada,1,93,0,0
UCLA,Big Ten,10,Minnesota,0,42,0,0
UCLA,Big Ten,11,Illinois,1,45,0,0
UCLA,Big Ten,12,Michigan,0,16,0,0
UCLA,Big Ten,13,USC,1,25,0,0
USC,Big Ten,0,San José State,1,100,0,0
USC,Big Ten,1,Fresno State,1,93,0,1
USC,Big Ten,2,UL Lafayette,1,98,0,0
USC,Big Ten,3,Rutgers,0,82,0,0
USC,Big Ten,4,Oregon,1,32,0,1
USC,Big Ten,5,Washington,1,64,0,0
USC,Big Ten,6,Penn State,0,46,0,0
USC,Big Ten,8,Wisconsin,0,82,0,0
USC,Big Ten,9,Ohio State,1,18,0,0
USC,Big Ten,11,Indiana,0,22,0,0
USC,Big Ten,12,Maryland,1,87,0,0
USC,Big Ten,13,UCLA,0,75,0,0
Washington,Big Ten,1,Washington State,1,92,0,1
Washington,Big Ten,2,Utah State,1,97,0,0
Washington,Big Ten,3,Eastern Washington,1,100,1,0
Washington,Big Ten,4,Minnesota,1,81,0,0
Washington,Big Ten,5,USC,0,36,0,0
Washington,Big Ten,6,Iowa,1,60,0,0
Washington,Big Ten,7,Purdue,0,87,0,0
Washington,Big Ten,9,Nebraska,0,62,0,0
Washington,Big Ten,10,Penn State,1,54,0,0
Washington,Big Ten,11,Michigan State,0,80,0,0
Washington,Big Ten,12,Indiana,1,29,0,0
Washington,Big Ten,13,Oregon,0,11,0,0
Wisconsin,Big Ten,1,Notre Dame,0,8,0,1
Wisconsin,Big Ten,2,Western Illinois,1,100,1,0
Wisconsin,Big Ten,3,EMU,1,92,0,0
Wisconsin,Big Ten,4,Penn State,0,11,0,0
Wisconsin,Big Ten,5,Michigan State,1,61,0,0
Wisconsin,Big Ten,7,UCLA,0,33,0,0
Wisconsin,Big Ten,8,USC,1,18,0,0
Wisconsin,Big Ten,9,Iowa,0,14,0,0
Wisconsin,Big Ten,10,Rutgers,1,57,0,0
Wisconsin,Big Ten,11,Maryland,0,37,0,0
Wisconsin,Big Ten,12,Purdue,0,56,0,0
Wisconsin,Big Ten,13,Minnesota,1,47,0,0
Delaware,CUSA,1,Merrimack,1,96,1,1
Delaware,CUSA,2,Vanderbilt,0,3,0,0
Delaware,CUSA,3,Coastal Carolina,1,60,0,0
Delaware,CUSA,4,Virginia,0,5,0,0
Delaware,CUSA,5,Liberty,1,38,0,0
Delaware,CUSA,7,Middle Tennessee,0,78,0,0
Delaware,CUSA,8,Missouri State,1,73,0,0
Delaware,CUSA,9,Western Kentucky,0,22,0,0
Delaware,CUSA,10,Kennesaw State,0,32,0,0
Delaware,CUSA,11,Florida Intl,1,59,0,0
Delaware,CUSA,12,New Mexico State,0,53,0,0
Delaware,CUSA,13,Jacksonville State,1,42,0,0
Florida Intl,CUSA,1,South Florida,0,20,0,1
Florida Intl,CUSA,2,Buffalo,1,52,0,0
Florida Intl,CUSA,3,Florida Atlantic,0,25,0,0
Florida Intl,CUSA,4,Long Island University,1,98,1,0
Florida Intl,CUSA,6,New Mexico State,1,65,0,0
Florida Intl,CUSA,7,Jacksonville State,0,26,0,0
Florida Intl,CUSA,8,Middle Tennessee,1,86,0,0
Florida Intl,CUSA,9,Liberty,0,23,0,0
Florida Intl,CUSA,10,Missouri State,1,71,0,0
Florida Intl,CUSA,11,Delaware,0,41,0,0
Florida Intl,CUSA,12,Kennesaw State,0,30,0,0
Florida Intl,CUSA,13,Sam Houston,1,87,0,0
Jacksonville State,CUSA,0,North Dakota State,0,26,0,0
Jacksonville State,CUSA,1,Eastern Kentucky,1,91,1,1
Jacksonville State,CUSA,2,Ohio,0,60,0,0
Jacksonville State,CUSA,3,Georgia Southern,1,61,0,0
Jacksonville State,CUSA,4,Middle Tennessee,1,94,0,0
Jacksonville State,CUSA,6,Kennesaw State,0,47,0,0
Jacksonville State,CUSA,7,Florida Intl,1,74,0,0
Jacksonville State,CUSA,9,New Mexico State,0,68,0,0
Jacksonville State,CUSA,10,Sam Houston,1,94,0,0
Jacksonville State,CUSA,11,Western Kentucky,0,36,0,0
Jacksonville State,CUSA,12,Missouri State,1,84,0,0
Jacksonville State,CUSA,13,Delaware,0,58,0,0
Kennesaw State,CUSA,1,West Georgia,1,93,1,1
Kennesaw State,CUSA,2,Georgia State,1,91,0,0
Kennesaw State,CUSA,3,Tennessee,0,2,0,0
Kennesaw State,CUSA,4,Arkansas State,0,40,0,0
Kennesaw State,CUSA,6,Jacksonville State,1,53,0,0
Kennesaw State,CUSA,7,Missouri State,0,70,0,0
Kennesaw State,CUSA,8,Liberty,1,49,0,0
Kennesaw State,CUSA,9,Middle Tennessee,0,85,0,0
Kennesaw State,CUSA,10,Delaware,1,68,0,0
Kennesaw State,CUSA,11,Sam Houston,0,86,0,0
Kennesaw State,CUSA,12,Florida Intl,1,70,0,0
Kennesaw State,CUSA,13,Western Kentucky,0,32,0,0
Liberty,CUSA,1,James Madison,0,32,0,1
Liberty,CUSA,2,Gardner-Webb,1,100,1,0
Liberty,CUSA,3,Ball State,1,94,0,0
Liberty,CUSA,4,Coastal Carolina,0,64,0,0
Liberty,CUSA,5,Delaware,0,62,0,0
Liberty,CUSA,6,Sam Houston,1,95,0,0
Liberty,CUSA,8,Kennesaw State,0,51,0,0
Liberty,CUSA,9,Florida Intl,1,77,0,0
Liberty,CUSA,10,New Mexico State,0,71,0,0
Liberty,CUSA,11,Middle Tennessee,1,95,0,0
Liberty,CUSA,12,Western Kentucky,1,54,0,0
Liberty,CUSA,13,Missouri State,0,77,0,0
Middle Tennessee,CUSA,1,Murray State,1,94,1,1
Middle Tennessee,CUSA,2,Marshall,0,5,0,0
Middle Tennessee,CUSA,3,Nevada,1,20,0,0
Middle Tennessee,CUSA,4,Jacksonville State,0,6,0,0
Middle Tennessee,CUSA,5,Kansas,0,1,0,0
Middle Tennessee,CUSA,7,Delaware,1,22,0,0
Middle Tennessee,CUSA,8,Florida Intl,0,14,0,0
Middle Tennessee,CUSA,9,Kennesaw State,1,15,0,0
Middle Tennessee,CUSA,10,Western Kentucky,1,9,0,0
Middle Tennessee,CUSA,11,Liberty,0,5,0,0
Middle Tennessee,CUSA,12,Sam Houston,0,44,0,0
Middle Tennessee,CUSA,13,New Mexico State,1,30,0,0
Missouri State,CUSA,1,Texas A&M,0,0,0,0
Missouri State,CUSA,2,Lindenwood,1,96,1,0
Missouri State,CUSA,3,Marshall,1,23,0,0
Missouri State,CUSA,4,SMU,0,1,0,0
Missouri State,CUSA,6,Western Kentucky,0,12,0,0
Missouri State,CUSA,7,Kennesaw State,1,30,0,0
Missouri State,CUSA,8,Delaware,0,27,0,0
Missouri State,CUSA,9,Sam Houston,1,77,0,0
Missouri State,CUSA,10,Florida Intl,0,29,0,0
Missouri State,CUSA,11,New Mexico State,1,51,0,0
Missouri State,CUSA,12,Jacksonville State,0,16,0,0
Missouri State,CUSA,13,Liberty,1,23,0,0
New Mexico State,CUSA,0,Florida State,0,2,0,0
New Mexico State,CUSA,1,Mercyhurst,1,94,1,1
New Mexico State,CUSA,2,Hawaii,0,13,0,0
New Mexico State,CUSA,4,New Mexico,1,16,0,0
New Mexico State,CUSA,5,Western Kentucky,1,26,0,0
New Mexico State,CUSA,6,Florida Intl,0,35,0,0
New Mexico State,CUSA,8,Sam Houston,0,71,0,0
New Mexico State,CUSA,9,Jacksonville State,1,32,0,0
New Mexico State,CUSA,10,Liberty,1,29,0,0
New Mexico State,CUSA,11,Missouri State,0,49,0,0
New Mexico State,CUSA,12,Delaware,1,47,0,0
New Mexico State,CUSA,13,Middle Tennessee,0,70,0,0
Notre Dame,CUSA,1,Wisconsin,1,92,0,1
Notre Dame,CUSA,2,Rice,1,100,0,0
Notre Dame,CUSA,3,Michigan State,1,98,0,0
Notre Dame,CUSA,4,Purdue,0,97,0,0
Notre Dame,CUSA,5,North Carolina,0,93,0,0
Notre Dame,CUSA,6,Stanford,1,99,0,0
Notre Dame,CUSA,7,BYU,0,72,0,0
Notre Dame,CUSA,9,Navy,0,95,0,0
Notre Dame,CUSA,10,Miami,1,71,0,0
Notre Dame,CUSA,11,Boston College,1,99,0,0
Notre Dame,CUSA,12,SMU,1,90,0,0
Notre Dame,CUSA,13,Syracuse,0,96,0,0
Sam Houston,CUSA,1,Troy,0,14,0,1
Sam Houston,CUSA,2,Tulsa,1,12,0,0
Sam Houston,CUSA,3,Nicholls,1,88,1,0
Sam Houston,CUSA,4,Texas Tech,0,0,0,0
Sam Houston,CUSA,6,Liberty,0,5,0,0
Sam Houston,CUSA,7,Western Kentucky,1,9,0,0
Sam Houston,CUSA,8,New Mexico State,1,29,0,0
Sam Houston,CUSA,9,Missouri State,0,23,0,0
Sam Houston,CUSA,10,Jacksonville State,0,6,0,0
Sam Houston,CUSA,11,Kennesaw State,1,14,0,0
Sam Houston,CUSA,12,Middle Tennessee,1,56,0,0
Sam Houston,CUSA,13,Florida Intl,0,13,0,0
UConn,CUSA,1,Lafayette,1,88,1,1
UConn,CUSA,2,Maryland,1,18,0,0
UConn,CUSA,3,Southern Mississippi,0,76,0,0
UConn,CUSA,4,Miami-OH,0,21,0,0
UConn,CUSA,5,Syracuse,1,28,0,0
UConn,CUSA,6,Temple,0,36,0,0
UConn,CUSA,8,UMASS,1,95,0,0
UConn,CUSA,9,Air Force,0,20,0,0
UConn,CUSA,10,North Carolina,1,18,0,0
UConn,CUSA,11,James Madison,1,31,0,0
UConn,CUSA,12,Old Dominion,1,41,0,0
UConn,CUSA,13,Wyoming,0,38,0,0
Western Kentucky,CUSA,1,Nevada,0,57,0,1
Western Kentucky,CUSA,2,Georgia,0,1,0,0
Western Kentucky,CUSA,3,Indiana,0,1,0,0
Western Kentucky,CUSA,4,Mercyhurst,1,100,1,0
Western Kentucky,CUSA,5,New Mexico State,0,74,0,0
Western Kentucky,CUSA,6,Missouri State,1,88,0,0
Western Kentucky,CUSA,7,Sam Houston,0,91,0,0
Western Kentucky,CUSA,9,Delaware,1,78,0,0
Western Kentucky,CUSA,10,Middle Tennessee,0,91,0,0
Western Kentucky,CUSA,11,Jacksonville State,1,64,0,0
Western Kentucky,CUSA,12,Liberty,0,46,0,0
Western Kentucky,CUSA,13,Kennesaw State,1,68,0,0
Akron,MAC,1,Wake Forest,0,7,0,1
Akron,MAC,2,Robert Morris,1,96,1,0
Akron,MAC,3,Minnesota,0,2,0,0
Akron,MAC,4,UNLV,1,7,0,0
Akron,MAC,5,Central Michigan,0,24,0,0
Akron,MAC,6,EMU,1,44,0,0
Akron,MAC,7,Miami-OH,0,8,0,0
Akron,MAC,8,Kent State,0,44,0,0
Akron,MAC,10,Ohio,1,40,0,0
Akron,MAC,11,Western Michigan,1,23,0,0
Akron,MAC,12,UMASS,0,75,0,0
Akron,MAC,13,Buffalo,1,35,0,0
Ball State,MAC,1,Ohio State,0,0,0,0
Ball State,MAC,2,Stony Brook,1,90,1,0
Ball State,MAC,3,Liberty,0,6,0,0
Ball State,MAC,4,Kent State,0,29,0,0
Ball State,MAC,5,Toledo,1,20,0,0
Ball State,MAC,6,Northwestern,0,1,0,0
Ball State,MAC,7,Bowling Green,0,14,0,0
Ball State,MAC,8,Sacramento State,1,50,0,0
Ball State,MAC,10,UMASS,0,59,0,0
Ball State,MAC,11,Buffalo,1,21,0,0
Ball State,MAC,12,Ohio,0,15,0,0
Ball State,MAC,13,Central Michigan,1,22,0,0
Bowling Green,MAC,1,Tarleton State,1,55,1,1
Bowling Green,MAC,2,Nebraska,0,4,0,0
Bowling Green,MAC,3,Iowa State,0,11,0,0
Bowling Green,MAC,4,South Florida,1,28,0,0
Bowling Green,MAC,5,Miami-OH,0,17,0,0
Bowling Green,MAC,6,Sacramento State,1,81,0,0
Bowling Green,MAC,7,Ball State,1,86,0,0
Bowling Green,MAC,8,Buffalo,0,39,0,0
Bowling Green,MAC,9,Western Michigan,0,26,0,0
Bowling Green,MAC,11,Kent State,1,75,0,0
Bowling Green,MAC,12,Toledo,0,38,0,0
Bowling Green,MAC,13,UMASS,1,93,0,0
Buffalo,MAC,1,UAlbany,1,95,1,1
